Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
29366846,11/24/2014 10:27:00 PM,11/25/2014 12:30:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10016,,,E 34 ST,3 AVE,EAST 34 STREET,3 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",11/25/2014 12:30:00 AM,06 MANHATTAN,MANHATTAN,990312,210966,Unspecified,MANHATTAN,,,,,,,,40.74572744427753,-73.97812268196289,"(40.74572744427753, -73.97812268196289)"
29376091,11/26/2014 02:38:00 PM,11/26/2014 03:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10075,,,E 77 ST,2 AVE,EAST 77 STREET,2 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",11/26/2014 03:00:00 PM,08 MANHATTAN,MANHATTAN,996433,220548,Unspecified,MANHATTAN,,,,,,,,40.772021264888394,-73.95601507606814,"(40.772021264888394, -73.95601507606814)"
29377644,11/26/2014 06:22:00 PM,11/27/2014 08:10:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10009,279 AVENUE C,AVENUE C,E 16 ST,F D R DR,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",11/27/2014 08:10:00 AM,06 MANHATTAN,MANHATTAN,991261,205220,Unspecified,MANHATTAN,,,,,,,,40.72995539619824,-73.97470379838718,"(40.72995539619824, -73.97470379838718)"
29379898,11/26/2014 12:19:00 PM,11/26/2014 12:20:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10036,,,W 42 ST,9 AVE,WEST 42 STREET,9 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",11/26/2014 12:20:00 PM,04 MANHATTAN,MANHATTAN,986291,215593,Unspecified,MANHATTAN,,,,,,,,40.75842923013922,-73.99263277459292,"(40.75842923013922, -73.99263277459292)"
36603485,07/03/2017 11:43:00 PM,07/06/2017 11:06:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10033,,,,,AUDUBON AVENUE,WEST 175 STREET,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",07/06/2017 11:06:00 AM,12 MANHATTAN,MANHATTAN,1002184,247084,Unspecified,MANHATTAN,,,,,,,,40.84484541928634,-73.9351810535763,"(40.84484541928634, -73.9351810535763)"
29445335,12/06/2014 10:16:00 AM,12/06/2014 12:10:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10034,,,RIVERSIDE DR,STAFF ST,RIVERSIDE DRIVE,STAFF STREET,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,12/06/2014 12:10:00 PM,12 MANHATTAN,MANHATTAN,1003335,255087,Unspecified,MANHATTAN,,,,,,,,40.86680884440293,-73.93099820523238,"(40.86680884440293, -73.93099820523238)"
29446544,12/06/2014 07:46:00 PM,12/07/2014 03:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10027,148 WEST  120 STREET,WEST  120 STREET,LENOX AVE,7 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",12/07/2014 03:00:00 PM,10 MANHATTAN,MANHATTAN,998312,232624,Unspecified,MANHATTAN,,,,,,,,40.80516385145189,-73.94920594417387,"(40.80516385145189, -73.94920594417387)"
29446680,12/06/2014 09:31:00 AM,12/06/2014 10:00:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10032,,,RIVERSIDE DR,W 165 ST,RIVERSIDE DRIVE,WEST 165 STREET,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,12/06/2014 10:00:00 AM,12 MANHATTAN,MANHATTAN,999557,245700,Unspecified,MANHATTAN,,,,,,,,40.841051689545516,-73.9446789892306,"(40.841051689545516, -73.9446789892306)"
29447833,12/07/2014 08:12:00 PM,12/07/2014 08:45:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10016,,,E 35 ST,PARK AVE,EAST 35 STREET,PARK AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",12/07/2014 08:45:00 PM,06 MANHATTAN,MANHATTAN,989556,211703,Unspecified,MANHATTAN,,,,,,,,40.74775081013395,-73.98085044954946,"(40.74775081013395, -73.98085044954946)"
29450578,12/07/2014 12:57:00 AM,12/07/2014 12:57:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10036,,,W 42 ST,9 AVE,WEST 42 STREET,9 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",12/07/2014 12:57:00 AM,04 MANHATTAN,MANHATTAN,986291,215593,Unspecified,MANHATTAN,,,,,,,,40.75842923013922,-73.99263277459292,"(40.75842923013922, -73.99263277459292)"
29451315,12/07/2014 06:57:00 PM,12/07/2014 06:57:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10027,148 WEST  120 STREET,WEST  120 STREET,LENOX AVE,7 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",12/07/2014 06:57:00 PM,10 MANHATTAN,MANHATTAN,998312,232624,Unspecified,MANHATTAN,,,,,,,,40.80516385145189,-73.94920594417387,"(40.80516385145189, -73.94920594417387)"
29460446,12/08/2014 05:12:00 PM,12/09/2014 12:10:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10024,,,COLUMBUS AVE,W 83 ST,COLUMBUS AVENUE,WEST 83 STREET,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",12/09/2014 12:10:00 AM,07 MANHATTAN,MANHATTAN,991562,225106,Unspecified,MANHATTAN,,,,,,,,40.784537143135864,-73.97359614122578,"(40.784537143135864, -73.97359614122578)"
29465519,12/09/2014 07:55:00 AM,12/09/2014 09:45:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10002,123 ESSEX STREET,ESSEX STREET,DELANCEY ST,RIVINGTON ST,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,12/09/2014 09:45:00 AM,03 MANHATTAN,MANHATTAN,987654,201414,Unspecified,MANHATTAN,,,,,,,,40.719510973346296,-73.9877200434564,"(40.719510973346296, -73.9877200434564)"
29465525,12/09/2014 08:00:00 AM,12/10/2014 08:15:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10032,,,FT WASHINGTON AVE,W 168 ST,FT WASHINGTON AVENUE,WEST 168 STREET,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,12/10/2014 08:15:00 AM,12 MANHATTAN,MANHATTAN,1000221,246102,Unspecified,MANHATTAN,,,,,,,,40.84215388602991,-73.94227827092928,"(40.84215388602991, -73.94227827092928)"
29465549,12/09/2014 09:36:00 AM,12/13/2014 11:55:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10010,,,E 22 ST,3 AVE,EAST 22 STREET,3 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,12/13/2014 11:55:00 AM,06 MANHATTAN,MANHATTAN,988786,208211,Unspecified,MANHATTAN,,,,,,,,40.73816657030053,-73.98363176291305,"(40.73816657030053, -73.98363176291305)"
29466600,12/09/2014 02:28:00 PM,12/09/2014 08:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10035,,,E 126 ST,2 AVE,EAST 126 STREET,2 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",12/09/2014 08:00:00 PM,11 MANHATTAN,MANHATTAN,1002776,231994,Unspecified,MANHATTAN,,,,,,,,40.80342644277056,-73.93308304969878,"(40.80342644277056, -73.93308304969878)"
29466735,12/09/2014 04:04:00 PM,12/10/2014 01:30:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10038,,,SOUTH ST,FLETCHER ST,SOUTH STREET,FLETCHER STREET,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",12/10/2014 01:30:00 AM,01 MANHATTAN,MANHATTAN,983019,196283,Unspecified,MANHATTAN,,,,,,,,40.70542816947799,-74.00443990393069,"(40.70542816947799, -74.00443990393069)"
29466755,12/09/2014 08:48:00 AM,12/09/2014 02:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10027,146 WEST  120 STREET,WEST  120 STREET,LENOX AVE,7 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",12/09/2014 02:00:00 PM,10 MANHATTAN,MANHATTAN,998323,232618,Unspecified,MANHATTAN,,,,,,,,40.80514736559259,-73.94916622310787,"(40.80514736559259, -73.94916622310787)"
29467941,12/09/2014 12:38:00 PM,12/09/2014 10:15:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10002,,,GRAND ST,CLINTON ST,GRAND STREET,CLINTON STREET,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",12/09/2014 10:15:00 PM,03 MANHATTAN,MANHATTAN,987931,200118,Unspecified,MANHATTAN,,,,,,,,40.715953653567944,-73.98672147252647,"(40.715953653567944, -73.98672147252647)"
29467945,12/09/2014 12:08:00 PM,12/09/2014 01:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10017,,,E 45 ST,MADISON AVE,EAST 45 STREET,MADISON AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",12/09/2014 01:00:00 PM,05 MANHATTAN,MANHATTAN,990380,214245,Unspecified,MANHATTAN,,,,,,,,40.75472742445424,-73.97787428590465,"(40.75472742445424, -73.97787428590465)"
29467981,12/09/2014 02:08:00 PM,12/09/2014 06:45:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10019,,,8 AVE,W 56 ST,8 AVENUE,WEST 56 STREET,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",12/09/2014 06:45:00 PM,04 MANHATTAN,MANHATTAN,988858,218368,Unspecified,MANHATTAN,,,,,,,,40.766044926045275,-73.98336498934722,"(40.766044926045275, -73.98336498934722)"
29467984,12/09/2014 11:30:00 AM,12/09/2014 12:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10013,,,GRAND ST,W BROADWAY,GRAND STREET,WEST BROADWAY,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",12/09/2014 12:00:00 PM,02 MANHATTAN,MANHATTAN,983206,202461,Unspecified,MANHATTAN,,,,,,,,40.72238532906574,-74.00376640056474,"(40.72238532906574, -74.00376640056474)"
29467986,12/09/2014 10:47:00 AM,12/10/2014 12:30:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10036,,,W 42 ST,11 AVE,WEST 42 STREET,11 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",12/10/2014 12:30:00 AM,04 MANHATTAN,MANHATTAN,984717,216465,Unspecified,MANHATTAN,,,,,,,,40.76082287001736,-73.99831424894528,"(40.76082287001736, -73.99831424894528)"
29468003,12/09/2014 07:53:00 AM,12/09/2014 09:30:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10025,,,W 96 ST,HENRY HUDSON PKWY ET 11   NB,WEST 96 STREET,HENRY HUDSON PARKWAY ET 11 NB,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,12/09/2014 09:30:00 AM,07 MANHATTAN,MANHATTAN,991168,229289,Unspecified,MANHATTAN,,,,,,,,40.79601867019603,-73.97501457897238,"(40.79601867019603, -73.97501457897238)"
29469235,12/09/2014 02:09:00 PM,12/09/2014 10:45:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10009,,,AVENUE A,E 2 ST,AVENUE A,EAST 2 STREET,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",12/09/2014 10:45:00 PM,03 MANHATTAN,MANHATTAN,988199,202689,Unspecified,MANHATTAN,,,,,,,,40.723010314091134,-73.98575320366534,"(40.723010314091134, -73.98575320366534)"
29470459,12/09/2014 01:10:00 PM,12/09/2014 08:55:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10016,,,5 AVE,E 31 ST,5 AVENUE,EAST 31 STREET,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",12/09/2014 08:55:00 PM,05 MANHATTAN,MANHATTAN,988143,211260,Unspecified,MANHATTAN,,,,,,,,40.74653562137812,-73.98595027519353,"(40.74653562137812, -73.98595027519353)"
29471750,12/09/2014 09:51:00 AM,12/09/2014 01:30:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10017,,,1 AVE,E 47 ST,1 AVENUE,EAST 47 STREET,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,12/09/2014 01:30:00 PM,06 MANHATTAN,MANHATTAN,993230,213214,Unspecified,MANHATTAN,,,,,,,,40.75189515597686,-73.9675888307687,"(40.75189515597686, -73.9675888307687)"
29471839,12/09/2014 02:38:00 PM,12/09/2014 05:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10025,927 COLUMBUS AVENUE,COLUMBUS AVENUE,W 105 ST,W 106 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",12/09/2014 05:00:00 PM,07 MANHATTAN,MANHATTAN,994459,230329,Unspecified,MANHATTAN,,,,,,,,40.7988699978297,-73.96312704638417,"(40.7988699978297, -73.96312704638417)"
29484657,12/11/2014 04:08:00 PM,12/12/2014 10:45:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10036,662 8 AVENUE,8 AVENUE,W 42 ST,W 43 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",12/12/2014 10:45:00 AM,05 MANHATTAN,MANHATTAN,987112,215211,Unspecified,MANHATTAN,,,,,,,,40.75738051009254,-73.9896694428358,"(40.75738051009254, -73.9896694428358)"
29526137,12/17/2014 09:17:00 AM,12/18/2014 09:25:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10017,,,E 44 ST,3 AVE,EAST 44 STREET,3 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",12/18/2014 09:25:00 AM,06 MANHATTAN,MANHATTAN,991591,213275,Unspecified,MANHATTAN,,,,,,,,40.752064098136685,-73.97350434354797,"(40.752064098136685, -73.97350434354797)"
29570702,12/24/2014 12:37:00 PM,12/26/2014 12:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10003,77 2 AVENUE,2 AVENUE,E 4 ST,E 5 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,12/26/2014 12:00:00 PM,03 MANHATTAN,MANHATTAN,987239,203955,Unspecified,MANHATTAN,,,,,,,,40.7264855533407,-73.9892160306798,"(40.7264855533407, -73.9892160306798)"
29570704,12/24/2014 02:17:00 PM,12/26/2014 10:50:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10017,,,E 47 ST,1 AVE,EAST 47 STREET,1 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",12/26/2014 10:50:00 AM,06 MANHATTAN,MANHATTAN,993230,213214,Unspecified,MANHATTAN,,,,,,,,40.75189515597686,-73.9675888307687,"(40.75189515597686, -73.9675888307687)"
29571360,12/24/2014 11:52:00 AM,12/24/2014 11:55:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10075,,,E 77 ST,2 AVE,EAST 77 STREET,2 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",12/24/2014 11:55:00 AM,08 MANHATTAN,MANHATTAN,996433,220548,Unspecified,MANHATTAN,,,,,,,,40.772021264888394,-73.95601507606814,"(40.772021264888394, -73.95601507606814)"
29572763,12/24/2014 12:29:00 PM,12/26/2014 10:45:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10017,323 EAST   47 STREET,EAST   47 STREET,2 AVE,BEND,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",12/26/2014 10:45:00 AM,06 MANHATTAN,MANHATTAN,992781,213512,Unspecified,MANHATTAN,,,,,,,,40.752713535051626,-73.96920901102706,"(40.752713535051626, -73.96920901102706)"
29580447,12/26/2014 12:37:00 PM,12/27/2014 12:45:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10011,74 7 AVENUE,7 AVENUE,W 14 ST,W 15 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",12/27/2014 12:45:00 PM,04 MANHATTAN,MANHATTAN,984436,208537,Unspecified,MANHATTAN,,,,,,,,40.73906252074122,-73.9993288066535,"(40.73906252074122, -73.9993288066535)"
29625955,01/03/2015 07:54:00 PM,01/03/2015 08:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10036,,,W 42 ST,9 AVE,WEST 42 STREET,9 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",01/03/2015 08:00:00 PM,04 MANHATTAN,MANHATTAN,986291,215593,Unspecified,MANHATTAN,,,,,,,,40.75842923013922,-73.99263277459292,"(40.75842923013922, -73.99263277459292)"
29626587,01/03/2015 03:34:00 PM,01/04/2015 09:00:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10009,,,E 11 ST,1 AVE,EAST 11 STREET,1 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",01/04/2015 09:00:00 AM,03 MANHATTAN,MANHATTAN,988685,205006,Unspecified,MANHATTAN,,,,,,,,40.72936968523056,-73.98399833588036,"(40.72936968523056, -73.98399833588036)"
29627753,01/03/2015 07:01:00 PM,01/03/2015 08:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10036,,,W 42 ST,9 AVE,WEST 42 STREET,9 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",01/03/2015 08:00:00 PM,04 MANHATTAN,MANHATTAN,986291,215593,Unspecified,MANHATTAN,,,,,,,,40.75842923013922,-73.99263277459292,"(40.75842923013922, -73.99263277459292)"
29628313,01/03/2015 04:40:00 PM,01/04/2015 11:00:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10036,,,W 42 ST,9 AVE,WEST 42 STREET,9 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",01/04/2015 11:00:00 AM,04 MANHATTAN,MANHATTAN,986291,215593,Unspecified,MANHATTAN,,,,,,,,40.75842923013922,-73.99263277459292,"(40.75842923013922, -73.99263277459292)"
29641004,01/05/2015 09:55:00 AM,01/09/2015 11:30:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10022,,,5 AVE,E 53 ST,5 AVENUE,EAST 53 STREET,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",01/09/2015 11:30:00 AM,05 MANHATTAN,MANHATTAN,990946,216319,Unspecified,MANHATTAN,,,,,,,,40.76041961417537,-73.9758292915084,"(40.76041961417537, -73.9758292915084)"
29644350,01/06/2015 02:11:00 PM,01/08/2015 10:00:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10065,,,E 66 ST,PARK AVE,EAST 66 STREET,PARK AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",01/08/2015 10:00:00 AM,08 MANHATTAN,MANHATTAN,993500,218823,Unspecified,MANHATTAN,,,,,,,,40.76729014481965,-73.96660661277681,"(40.76729014481965, -73.96660661277681)"
36929426,08/12/2017 12:46:00 PM,08/17/2017 11:00:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10024,157 WEST   82 STREET,WEST   82 STREET,COLUMBUS AVE,AMSTERDAM AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",08/17/2017 11:00:00 AM,07 MANHATTAN,MANHATTAN,991002,225116,Unspecified,MANHATTAN,,,,,,,,40.784565036032326,-73.97561830843395,"(40.784565036032326, -73.97561830843395)"
29682443,01/09/2015 12:59:00 AM,01/09/2015 03:00:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10023,W 101 ST,W 101 ST,AMSTERDAM AVE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,01/09/2015 03:00:00 AM,07 MANHATTAN,MANHATTAN,989203,222729,Unspecified,MANHATTAN,,,,,,,,40.77801454513001,-73.98211631546955,"(40.77801454513001, -73.98211631546955)"
29699419,01/12/2015 11:35:00 AM,01/12/2015 01:45:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10016,,,5 AVE,E 31 ST,5 AVENUE,EAST 31 STREET,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",01/12/2015 01:45:00 PM,05 MANHATTAN,MANHATTAN,988143,211260,Unspecified,MANHATTAN,,,,,,,,40.74653562137812,-73.98595027519353,"(40.74653562137812, -73.98595027519353)"
29740543,01/18/2015 04:54:00 PM,01/21/2015 11:15:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10017,,,E 47 ST,1 AVE,EAST 47 STREET,1 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",01/21/2015 11:15:00 AM,06 MANHATTAN,MANHATTAN,993230,213214,Unspecified,MANHATTAN,,,,,,,,40.75189515597686,-73.9675888307687,"(40.75189515597686, -73.9675888307687)"
